frame_000,frame_001,frame_002,frame_003,frame_004,frame_005,frame_006,frame_007,frame_008,frame_009,frame_010,frame_011,frame_012,frame_013,frame_014,frame_015,frame_016,frame_017,frame_018,frame_019,frame_020,frame_021,frame_022,frame_023,frame_024,frame_025,frame_026,frame_027,frame_028,frame_029,frame_030,frame_031,frame_032,frame_033,frame_034,frame_035,frame_036,frame_037,frame_038,frame_039,frame_040,frame_041,frame_042,frame_043,frame_044,frame_045,frame_046,frame_047,frame_048
51.66505,53.07833,57.007378,64.049164,67.19772,69.08199,70.61077,70.03456,65.68463,65.470566,65.0406,60.777077,63.91389,67.56266,69.34597,65.839386,59.7975,56.4934,61.81807,71.354385,73.56187,69.460625,68.69139,67.6665,75.70994,74.93189,74.236916,65.88905,59.577976,44.40609,39.02288,38.85226,38.49922,38.52122,30.229225,26.796864,24.930803,20.282227,21.741434,35.382782,45.812523,51.015163,54.55961,47.870407,32.049477,26.593151,20.19318,19.575634,19.018398
77.19117,72.3093,67.85724,56.83304,49.21319,47.87112,54.41945,59.46267,63.74635,67.919556,67.8898,70.47346,63.74952,63.79146,61.846325,60.96765,68.17834,69.066216,65.895546,58.93925,57.296173,64.41085,71.21506,75.91362,74.42218,70.29147,72.80653,70.485435,70.16613,73.7711,73.92645,69.674576,62.469284,48.292084,38.810352,42.607033,41.27183,39.379078,36.366806,27.826418,25.33487,22.926136,21.147263,32.884697,47.458424,51.552174,52.281372,42.920746,33.716812
88.70633,83.62601,86.251205,84.171715,83.5224,79.39296,71.1049,62.724796,52.56517,47.063087,55.819557,58.88714,64.965805,66.389595,69.13599,70.233154,65.44019,65.685425,62.58094,66.73164,70.116806,65.658516,58.75332,54.20978,56.550564,60.896114,70.11898,73.92783,78.55524,74.438095,72.95874,71.73939,71.042435,74.35067,76.12932,74.889595,66.13052,55.145435,39.775597,38.798843,40.30059,40.898506,38.241146,27.167744,23.655937,23.04589,27.265202,41.391674,50.83821
78.09296,76.79035,74.01319,83.025085,87.27486,81.13724,92.86291,85.54128,80.39955,79.28111,69.03141,58.143593,51.994278,47.43963,53.084454,54.65909,65.779526,68.81803,72.41705,72.10428,65.83236,64.05986,66.005974,62.552406,67.76999,66.56636,62.92823,61.91738,54.851383,56.031647,60.192276,71.2394,77.06314,76.19911,70.8808,71.853134,68.97173,72.71047,77.04951,76.49394,70.72054,62.253925,50.554558,38.68641,39.685043,39.204212,33.929214,25.448484,26.732414
59.110092,61.462795,63.684242,75.27951,76.15212,74.02906,75.15039,80.228165,87.840805,82.63442,92.29403,81.51898,84.08473,81.96708,71.777466,60.92927,52.79871,51.83607,56.70173,68.84915,72.25174,74.108086,70.97903,64.96621,62.457283,63.18576,65.02057,63.42218,63.923874,66.98041,65.00659,62.50189,57.85024,57.88326,62.357197,70.99576,76.72031,76.925125,71.81938,69.18334,69.661415,71.13151,73.78994,75.25647,66.720276,58.55238,39.039497,39.10378,42.9833
73.10173,70.98247,55.49593,53.7126,58.61113,62.91101,61.460655,73.711426,73.928986,73.78306,73.88632,75.765785,84.79903,85.15235,91.54645,82.762505,88.56533,71.10349,55.902878,50.362694,51.44121,59.803116,70.26543,75.2693,74.519875,75.96364,66.36119,68.54099,66.45007,62.559593,64.30547,63.10814,61.515408,65.19862,67.14235,63.568123,59.956673,57.663082,60.73241,64.01095,72.98847,76.957924,72.66462,71.1619,71.28936,68.71488,77.52323,73.7753,69.04093
61.352478,59.99819,66.25604,74.63331,72.5115,69.618546,65.0039,51.298668,56.523617,62.30544,59.153683,74.187065,74.22533,73.928444,71.07303,76.970474,90.59935,92.73686,84.53611,88.699455,72.70885,58.094933,50.87092,49.49218,52.005413,53.95799,64.5965,69.450356,69.425255,73.960464,76.422775,67.9853,63.445126,63.53315,63.216995,67.62298,65.21767,66.49281,64.54173,64.15667,60.089363,55.54131,57.16092,63.112408,75.30883,76.86611,72.97732,69.886024,70.93564
64.38588,66.910255,65.420746,61.821236,55.970535,56.719917,62.34111,70.93711,70.94799,68.2215,57.66758,53.736355,57.40291,62.870773,63.787033,74.89255,72.93359,67.54112,79.3634,91.74522,86.961655,84.40831,89.499146,76.61466,69.2702,58.399994,52.79117,49.45932,49.860405,50.22473,54.498474,65.640305,72.21472,73.90931,76.2896,70.59616,70.20199,62.715744,60.035126,62.147053,65.18139,62.431847,67.108826,63.103058,60.58172,56.927322,60.881912,70.48372,75.17555
71.09904,64.91316,67.15625,56.221626,63.758827,68.60126,66.67078,63.150787,58.235863,58.23625,61.551468,72.617905,71.77316,67.8849,63.717575,55.108776,62.579525,70.34659,77.196266,71.2609,71.58021,78.01123,88.84833,84.2961,86.30817,84.396484,83.04336,84.95458,79.00218,70.6104,61.382736,53.266308,49.746197,51.266144,59.615814,69.13811,72.29317,72.80762,70.45764,70.37334,72.521164,67.89741,65.94144,62.684856,63.77665,63.42922,66.264755,62.04405,59.81796
101.201385,97.96716,87.17699,90.63852,74.86295,66.15081,64.943344,59.01443,60.767456,67.005295,66.45278,60.592506,58.064953,57.6632,61.31234,72.06966,68.44591,62.98206,54.921577,65.668594,69.099236,72.3479,71.264595,71.91652,67.60945,74.222206,82.75504,87.40123,83.48212,88.131996,84.785934,82.66824,78.74367,71.78906,56.403534,52.46379,50.348137,49.25179,52.8216,59.295315,68.364044,70.62584,71.530235,72.19194,68.365814,63.533413,61.825443,62.7704,63.40503
85.0958,88.82467,91.081825,90.42737,96.80883,96.93852,91.23364,88.8617,81.75171,64.99234,64.49752,55.778675,63.8892,67.64641,64.133415,61.051884,59.17494,58.15734,66.020645,62.882458,57.82189,56.889984,64.84473,68.1481,67.9837,71.31426,71.86095,67.64966,72.15367,72.55743,75.04594,87.699585,86.17967,88.88797,82.2413,83.269196,82.636665,71.494675,64.19722,51.222282,50.147053,47.776146,51.231037,54.480972,64.25268,67.05926,70.74783,68.143974,69.98323
85.18991,81.327774,81.31976,86.31042,86.8681,94.61051,93.98352,90.20216,96.32484,97.98741,85.671295,88.047874,75.55628,66.49346,64.89223,54.56968,63.473007,63.01909,56.874054,56.406075,60.940876,68.72278,63.43609,61.37551,56.27708,55.325363,60.83469,63.49148,67.38863,70.42695,74.79926,73.29283,71.167564,74.18886,75.721725,87.021515,91.639626,86.63814,83.57401,81.88822,86.59703,78.58684,71.07572,54.01221,51.329964,49.848213,50.366783,62.17444,63.862038
62.60602,66.59523,79.22889,88.21711,84.431595,82.67641,84.970894,84.97481,83.47197,92.274765,96.7926,90.522385,95.61129,97.30545,88.40042,89.65912,70.15436,60.390633,56.970253,60.248463,61.297047,56.348072,54.84143,56.595657,62.796406,65.356995,67.47319,62.59581,60.030262,55.28315,55.075523,62.14051,64.95745,70.2582,74.56429,75.72839,70.77401,72.96449,67.8562,78.84162,88.52608,86.54457,85.86009,82.76679,83.81683,76.00635,62.38838,53.06776,52.186886
55.43348,54.98027,51.881218,53.222343,60.80752,65.11788,71.95913,90.840485,91.63669,85.05344,84.19477,83.73285,85.725784,90.43644,93.86004,89.59387,95.74091,88.89901,88.36122,68.55984,59.587013,55.7563,60.781506,60.39341,56.931786,54.820377,52.5689,56.074146,53.988388,60.460617,66.403564,62.314774,60.18891,57.73979,52.919235,61.25923,65.80912,68.62497,69.86848,74.835495,71.4695,68.134125,69.14513,75.88405,87.27529,82.28271,76.19173,68.38861,79.99373
82.54871,83.35983,77.48688,70.048615,53.748436,51.924057,55.54184,50.118603,55.701546,63.03907,75.125145,87.9021,89.022484,82.703026,83.03856,84.63371,91.02085,95.44551,83.75163,97.49703,89.220436,85.57387,68.37755,60.493095,58.59876,55.00043,57.920033,59.443367,59.46416,61.944424,56.12613,50.64433,55.67102,61.105865,62.04993,65.97675,61.75056,58.63032,55.409344,54.02589,58.80539,63.555664,67.20709,68.049355,66.715096,65.389465,72.199425,80.953804,85.88153
93.12587,85.867096,76.25276,78.80491,83.361305,83.39076,76.11417,73.34505,57.474903,51.334587,53.75302,50.790497,55.45771,58.0469,72.32483,86.23111,84.65545,84.0057,82.11864,87.1781,92.417175,82.9082,94.984146,91.176796,85.448845,87.58359,79.567566,68.7213,62.67024,60.12138,56.113834,61.76825,65.03079,63.03206,55.50759,50.54238,52.05768,58.487858,67.46123,67.5142,60.62877,62.58555,55.13483,54.78945,59.70731,65.116806,69.80334,71.48597,66.32954
123.10542,132.2987,118.12426,109.898315,100.52129,78.31227,74.500275,72.009476,73.431404,76.038925,69.08385,67.71341,55.21113,50.159657,54.497948,50.600174,60.169716,65.61203,86.03907,85.66077,83.403046,83.001236,86.34964,91.2784,86.50072,78.113434,89.72107,96.37723,91.65015,84.84698,86.38874,72.11238,63.806526,59.818115,55.432945,60.807182,61.756462,62.40055,58.13221,55.32241,49.55304,55.181496,60.476135,66.19496,58.29151,53.172073,55.367516,55.95273,62.739124
40.389915,48.890198,76.28217,109.77718,124.79204,135.79926,121.27564,113.87408,99.40925,79.11383,73.78265,72.80755,73.75915,74.38048,73.62126,66.050125,49.805763,54.65793,53.429287,60.70587,69.27777,85.09009,85.70355,83.530106,80.45671,81.227936,81.5535,89.81799,95.648315,88.56822,86.72403,89.99627,91.75064,85.96869,84.296135,72.16214,63.249805,57.478195,57.199516,56.07461,59.595238,61.864166,60.354683,55.212856,55.552734,55.710793,56.393127,53.89647,54.46869
39.261566,33.850536,30.487709,30.096146,43.37818,48.643826,73.34455,90.84976,116.070526,128.82874,113.90607,106.07623,96.98684,83.20058,76.11997,72.25954,75.1315,73.92494,59.689137,52.93337,51.595947,54.463646,61.121532,63.99475,73.42552,85.079216,86.6082,84.230736,79.1334,79.34126,81.581894,84.91771,90.45328,88.67842,80.81084,91.30869,94.98169,87.900894,86.22914,82.37862,66.21202,59.137814,57.59681,51.772095,57.206135,57.707558,52.86921,50.8823,53.308407
37.680763,40.91783,37.79462,38.006866,37.974045,35.222694,30.84616,26.610733,35.879288,45.163433,70.240944,101.16995,119.511986,118.47194,117.54186,108.23802,90.438385,69.2478,74.73295,72.085846,70.10883,58.28044,50.866062,53.46756,49.468204,51.28609,57.519897,58.28144,63.135628,69.74555,81.82853,82.00891,77.01192,78.817375,77.778625,82.4361,89.621216,89.41885,83.0774,84.322014,91.320465,86.87286,80.085686,81.39742,61.104008,53.34987,54.532143,55.741104,58.568703
58.520004,56.02552,56.434708,48.93628,39.14926,38.15152,40.565746,36.286324,36.238068,33.698055,28.825115,28.24694,39.310955,37.55385,58.74145,97.58878,121.59917,115.36454,106.05231,79.02093,64.0181,71.227005,70.47132,67.57314,67.04262,57.51732,48.817474,48.799698,52.536045,49.76912,49.296665,56.78035,59.869545,66.825516,81.06204,81.39548,79.21754,77.26703,78.05261,78.665985,83.41052,89.23081,82.82981,76.41727,86.901535,82.32945,73.57266,66.73447,53.43406
63.832268,62.040184,64.20826,61.11984,52.795967,50.830853,50.21589,51.494156,42.538124,37.812355,37.47301,35.602173,38.806644,35.157112,30.896069,30.665936,40.43631,72.39004,112.267654,126.76695,109.85321,102.73111,82.36568,63.590942,62.764526,70.892395,70.62605,72.12874,66.69147,70.98442,61.97251,46.49814,48.254673,49.2922,51.196533,56.696762,58.80527,63.354233,76.36336,81.12924,78.584465,76.1199,75.06396,74.50209,80.063416,84.62942,74.17924,76.82233,84.22502
56.674995,57.05964,55.314735,62.275505,62.776665,63.104614,67.771454,61.97776,54.573116,49.39863,53.46188,48.521606,38.261387,37.757812,38.461105,38.237946,36.60205,28.30041,31.184845,43.05356,87.15766,116.69346,127.433395,112.3494,104.92145,98.54544,90.69755,75.66967,67.039536,68.57828,70.5061,70.60506,70.3914,68.858536,55.595028,45.85782,47.806267,51.29624,48.7936,52.909954,53.07749,58.912056,65.89026,79.983215,73.0147,78.326584,78.11568,79.194046,84.37648
50.613625,46.426865,36.463833,39.07962,41.13051,39.164913,41.410637,41.345985,39.501842,47.582,51.16636,54.333786,45.55642,41.60125,37.435272,37.34024,43.159103,45.9078,45.6756,52.45073,54.985065,53.36201,52.954525,53.665554,55.148438,55.599396,59.109394,62.31482,69.353226,68.357864,62.884857,67.04381,66.126816,60.719147,60.962864,53.86745,52.6452,47.263832,46.31037,46.556602,49.92988,51.269516,53.85064,48.0614,35.847622,30.763752,37.30207,39.47995,39.807056
41.697388,47.885376,52.298912,54.215523,54.583107,50.563988,40.90815,41.515865,41.38792,39.46586,40.578987,39.424458,42.111862,48.628036,50.84622,49.272694,41.90235,37.435547,40.56903,41.02953,45.6554,48.658577,51.033447,52.970814,52.483017,51.52703,50.93554,53.51072,56.08842,53.07718,56.94632,59.140602,65.70073,66.636314,63.86934,67.4978,64.85854,62.168777,60.387856,57.155922,53.31766,49.761726,49.465668,48.472366,52.264847,56.357723,52.941742,43.027283,34.74327
34.732517,35.646233,40.04837,39.19584,40.53406,44.003498,51.219536,51.402496,53.404236,50.074444,41.99839,43.037178,44.10936,42.26526,40.97661,42.076355,47.028404,48.95993,46.472565,38.282738,36.23196,41.037174,39.065956,43.422268,48.028954,45.696983,50.038097,50.44911,54.179535,54.302742,52.648136,52.646,54.31969,57.440563,57.203506,59.510925,63.81391,67.34684,64.03274,62.661774,63.49861,64.98027,59.806385,58.041798,53.27407,50.869858,48.127434,54.02199,59.16529
29.10232,32.305588,31.907562,32.669025,31.841228,35.87825,42.80536,43.979515,41.75134,44.341217,53.090317,53.893738,53.043507,51.928116,45.70092,48.528458,49.148727,46.632477,46.030178,48.1111,52.595154,47.4373,38.74005,38.686646,36.77356,38.55078,41.388443,40.73737,42.27518,44.65924,44.46418,48.762993,52.613297,52.982124,52.485306,52.007694,54.54378,55.266594,55.607197,58.125175,62.638596,66.90604,69.19306,62.667156,59.423527,54.777225,54.42301,53.855354,55.43902
50.26802,45.61001,34.36305,28.669992,26.910103,30.014658,34.199852,36.4925,38.569508,39.38231,42.757423,42.795002,43.609627,50.943256,57.14637,57.56636,58.673134,45.58082,50.352486,49.987526,46.96305,46.099224,46.37197,50.52231,49.764782,45.33468,40.488743,38.42014,37.165543,35.70787,42.010326,42.905983,41.83886,46.183777,46.04303,53.09413,55.13367,55.23162,56.04305,53.624905,56.49672,58.230648,57.28733,60.037094,65.71431,69.76053,50.31224,49.50337,46.75672
76.16759,78.68273,79.661255,71.85744,57.766953,47.937874,40.382027,30.806585,27.637583,33.95597,34.907425,37.09646,37.165348,40.496315,46.842506,56.331417,57.339523,59.731995,57.486786,55.722717,44.93982,50.75183,51.405075,50.204414,48.426033,45.889526,50.895943,53.52134,51.406693,52.56617,47.45753,38.191628,39.126156,37.14714,42.394188,43.33548,42.181747,46.857456,48.910347,49.649178,51.218544,54.440254,54.86557,56.215836,57.494663,58.97103,60.476585,60.836655,64.041695
50.537605,49.53853,49.050816,59.527245,68.04072,72.46198,79.7421,73.689186,61.67731,51.849953,39.117126,29.587921,28.239485,36.011326,37.715458,40.43792,44.428593,51.47898,57.750504,56.540466,59.21765,58.102238,56.1791,55.33582,48.427116,50.3319,53.746887,53.737633,56.899612,57.694748,56.235085,56.759644,51.427704,52.97829,47.830315,43.588264,40.19677,38.35745,38.5373,42.063705,42.714962,45.029236,48.05056,50.615757,53.609863,60.46547,61.686592,57.68465,58.417564
57.793404,60.576244,56.10981,52.519176,52.118248,49.1257,49.142548,56.205025,62.37823,73.43359,78.56088,74.011826,62.52719,55.588566,45.847412,38.41937,36.871082,38.83525,43.431053,42.21115,51.29564,58.97563,59.244255,59.465855,57.15229,57.54429,57.90108,59.62472,58.000637,52.232918,55.49954,53.054085,56.157272,54.814194,51.64156,53.388634,53.013275,49.95445,49.928574,44.302708,42.8621,39.29324,36.560867,41.011467,43.40785,47.754333,52.5528,51.52713,54.112396
66.29794,59.459343,55.341145,58.001297,57.75031,54.077682,56.790466,53.215904,48.509476,47.763783,47.55336,58.5416,63.792717,75.03017,74.757835,70.34791,59.99437,50.85123,42.88098,37.433357,39.85353,42.741844,43.39028,44.826126,51.484497,55.5661,58.6582,56.381252,58.13308,59.399734,63.00385,60.103615,62.300274,53.000256,55.786095,53.965046,56.128014,52.844296,50.660244,48.840057,51.422897,52.736374,53.293533,47.116714,41.974796,39.485966,38.980164,45.343964,45.55043
56.296936,57.757362,58.44429,60.871517,58.76679,54.70827,56.438347,55.415596,57.066372,55.11846,54.754375,48.715546,48.10024,50.487656,49.714455,56.847656,66.85471,72.13769,67.484375,60.463684,49.210373,43.23838,38.050835,41.18827,45.61048,46.190998,46.031136,50.89549,52.00897,56.37456,64.118904,56.198235,57.450226,58.096043,57.02329,61.06888,64.46177,53.729965,52.665268,51.67547,50.93792,53.04929,51.819996,46.47805,51.267174,52.334656,52.989304,45.893127,44.837196
44.383553,45.02624,52.10842,58.824715,58.847862,56.452057,58.01649,57.001614,56.8446,54.478615,54.16117,56.008224,58.701324,57.34497,56.264664,51.398167,53.867794,50.22799,55.737244,67.18137,70.74905,67.298965,60.926445,56.52481,49.327003,44.903286,44.197372,49.088478,47.881348,48.91658,48.28888,49.487267,52.98793,54.249252,57.98069,59.20421,58.42396,57.502556,58.134045,58.721184,61.232956,62.97188,50.383698,52.51009,53.98014,51.842613,45.319656,47.166786,51.95056
39.85032,42.54259,44.288498,44.48513,43.169926,43.822945,56.238884,59.700703,58.02294,55.708633,54.474556,57.593044,58.383842,56.06128,54.346935,57.028637,59.43741,57.41307,53.36036,53.54384,51.010468,54.914787,64.65557,67.24107,68.62529,63.7888,64.81233,64.681244,60.3487,51.384026,48.289925,49.114613,48.523125,46.785675,45.28856,47.10746,50.26325,50.961758,56.792656,58.564636,57.14853,60.44558,60.20218,56.99854,57.56998,55.062347,51.63215,51.841248,46.58571
40.754295,39.10791,40.199265,40.752945,38.8531,38.78781,46.610348,46.4121,43.385048,49.24038,56.553654,62.069145,57.39449,50.50527,51.367504,57.671585,57.644196,58.84446,60.401688,58.01751,55.798027,52.598137,50.650005,50.587166,51.035397,52.479603,56.031845,54.57033,56.37039,66.091805,67.53138,64.58067,62.46599,50.657066,44.38495,43.635628,46.170937,45.275944,48.60479,45.702362,46.593956,47.287083,53.227573,58.284042,59.977394,62.979103,62.969467,58.833855,57.02339
39.880608,39.93663,42.974426,44.390472,39.09962,39.38288,36.978165,38.384434,38.49083,40.3105,46.35314,45.781147,46.72127,53.882755,63.518772,63.365246,59.602375,53.792652,59.913826,59.807335,58.134716,60.572906,60.06296,57.782143,56.52365,54.318634,54.52878,57.092995,53.718636,48.399685,47.75632,50.24009,55.8218,66.70262,64.2101,67.92779,64.45804,51.580616,46.661373,43.71444,39.361805,44.267235,45.807964,47.249,43.526794,49.60364,56.70994,58.148933,58.391968
37.283234,42.015106,41.312202,39.14186,42.328888,40.234802,38.13812,41.53318,38.632362,35.53289,35.43125,38.692204,39.416534,41.299133,45.41042,47.870163,55.76512,65.016556,67.0879,56.221516,51.656048,62.707718,60.445385,59.00128,56.11264,57.21007,62.39086,59.831287,60.9861,56.785458,56.297558,53.865864,53.677567,52.314075,54.38643,61.90707,61.491802,64.48358,68.83143,66.27185,63.667877,62.431366,49.786236,43.77932,38.47342,41.158733,42.82686,45.272804,45.883232
